type,PCR,iLISI,bASW,GC,kBET,integration_method_batch,homology_method_batch,bASW_scaled,GC_scaled,kBET_scaled,PCR_scaled,iLISI_scaled,avg_score_batch,iLISI_scaled_rank,GC_scaled_rank,PCR_scaled_rank,bASW_scaled_rank,kBET_scaled_rank,avg_score_scaled_rank_batch,cASW,cLISI,ARI,NMI,iso_F1,integration_method_bio,homology_method_bio,cASW_scaled,ARI_scaled,NMI_scaled,iso_F1_scaled,cLISI_scaled,avg_score_bio,cLISI_scaled_rank,NMI_scaled_rank,ARI_scaled_rank,cASW_scaled_rank,iso_F1_scaled_rank,avg_score_scaled_rank_bio,integrated_score,integrated_score_rank,task_name,trajectory_conservation_score_batch,traj_scaled,traj_scaled_rank,batch_aggr_with_LISI,bio_aggr_with_LISI,integrated_score_aggr_with_LISI,integrated_score_aggr_rank_with_LISI,batch_aggr_no_LISI,bio_aggr_no_LISI,integrated_score_aggr_no_LISI,integrated_score_aggr_rank_no_LISI
scVI HE,0.00349437935276663,0.03023832473735099,0.8109767493472457,0.9825844039075444,0.04024057273971271,scVI,HE,0.7990153545002595,0.952268615560386,0.14221414139381047,0.9964073973341124,0.20854164872511147,0.7224763771971421,12,9,2,11,18,8,0.5360470004379749,0.998126466833124,0.4978304302883447,0.6162336698632783,0.7536499700049402,scVI,HE,0.1199696321758524,0.5042387530173227,0.6164668567157314,0.6599197781455914,0.6506512599879216,0.4751487550136245,16,23,26,28,18,25,0.5740798038870316,13,Heart_mf_dr,NA,NA,NA,0.37350688601692406,0.6803775074855324,0.557629258898089,13,0.45932402633681735,0.6009402676486345,0.5442937711239076,13
fastMNN SH,0.1436833557041728,2.220446049250313e-16,0.53735255200545,0.9790864542308212,0.03705381731059365,fastMNN,SH,0.09959729287162156,0.9376672549798968,0.13095183431593496,0.3057672992922755,1.5313529570103629e-15,0.36849592036493223,16,11,27,28,19,24,0.647717532742899,0.9996749281132364,0.746693359551896,0.7168441715586121,0.7650415962924242,fastMNN,SH,0.6573842813582641,0.764695021686339,0.743848692030174,0.6780349566018924,0.9393854050400616,0.7109907379191673,7,16,20,13,17,17,0.5739928108974732,14,Heart_mf_dr,NA,NA,NA,0.3394352358502076,0.7751943176518136,0.6008906849311711,8,0.4242940448127594,0.7190741650364578,0.6011621169469785,8
LIGER HE,0.01771884020254277,0.08268287495929649,0.8223984903141807,0.7673501831136575,0.11908032689858283,LIGER,HE,0.8282107692520446,0.05382445326010539,0.4208415858371586,0.926330681663857,0.5702307655967872,0.5573018725032914,5,29,7,8,6,14,0.6328017533975845,0.9958226981485244,0.7490163390800085,0.6216823674287071,0.5484601134118533,LIGER,HE,0.5856020648800947,0.7671262177743909,0.6233653920004415,0.3336230075351916,0.22107856734851977,0.5774291705475296,19,22,17,17,25,22,0.5693782513298343,15,Heart_mf_dr,NA,NA,NA,0.361846143097652,0.7095566542933355,0.5704724498150621,14,0.43163696013224095,0.6379901433295383,0.5554488700506194,14
Harmony SH,0.09641463238528385,0,0.5976668527155677,0.9228549500124796,0.0037818181818181,Harmony,SH,0.25376827519327044,0.7029421888821945,0.0133653173654755,0.5386363633008342,0,0.37717803618544365,17,18,23,24,25,22,0.6171199083328247,0.9999999999999998,0.7479905921882815,0.7068845889301009,0.8199454432518316,Harmony,SH,0.5101331556695743,0.7660526862170446,0.7312389754219877,0.7653440870550098,0.9999999999999586,0.6931922260909041,2,19,18,22,9,18,0.5667865501287199,16,Heart_mf_dr,NA,NA,NA,0.32414365065902984,0.7783881065406077,0.5966903241879765,10,0.4051795633237873,0.7229851331757597,0.5958629052349708,9
LIGER O2O,0.01264092928387371,0.06803415180973627,0.8124510321047309,0.8056809261717903,0.15191025744167352,LIGER,O2O,0.8027838077238784,0.21382704118588897,0.5368657889319729,0.951346977423992,0.4692043726381336,0.626205903816433,6,27,4,10,4,10,0.6051300011441337,0.994637069059384,0.7474401203827292,0.5498922418466122,0.5605146244661461,LIGER,O2O,0.452431704511936,0.765476570550055,0.5324727138007692,0.3527923178198776,0,0.5257933266706595,20,28,19,25,23,24,0.5659583575289688,17,Heart_mf_dr,NA,NA,NA,0.3701434593623609,0.691522811379801,0.562971070572825,15,0.4456707862505171,0.6157442469599053,0.54771486267615,15
Scanorama HE,0.09197519494086576,4.440892098500626e-16,0.640382547639172,0.8228793166012309,0.03586022399595023,Scanorama,HE,0.3629549949162633,0.285617639471321,0.1267335581618312,0.5605072235614724,3.0627059140207258e-15,0.33395335402772197,15,26,21,18,20,27,0.6529198735952377,0.999815988286754,0.812247946733971,0.7142381590206061,0.7301912771500626,Scanorama,HE,0.6824205566081463,0.8333034850766382,0.740549248588883,0.6226153233914391,0.9656882187588144,0.7197221534162767,4,17,7,9,19,14,0.5654146336608548,18,Heart_mf_dr,NA,NA,NA,0.3182194566354439,0.7818826489573263,0.5964173720285733,6,0.39777432079430475,0.7273993141249693,0.5955493167927035,7
LIGER SH,0.01444393555532995,0.05407515387544515,0.8061906519625444,0.7916016904273878,0.08081145567666892,LIGER,SH,0.7867814841478058,0.15505661370669532,0.28559563150798956,0.9424644785250256,0.3729347390174678,0.542474551971879,8,28,5,12,13,16,0.6428736568602089,0.9986612165480824,0.7210540300298477,0.5867618637825137,0.540829249367762,LIGER,SH,0.6340731194568333,0.737861277832846,0.5791529313765313,0.32148826395723884,0.7503634734920074,0.5681438981558624,15,25,23,15,26,23,0.557876159682269,19,Heart_mf_dr,NA,NA,NA,0.3494245774994752,0.6980360033176829,0.5585914329903998,17,0.4232619334054828,0.6228797000100831,0.5430325933682429,17
unintegrated O2O,0.15359306025986916,0,0.5740419359848781,0.9443210709305496,7.3766233766237e-4,unintegrated,O2O,0.19337999949820647,0.7925474150164751,0.00260697124436489,0.2569472029905798,0,0.31137039718740656,17,17,28,25,28,28,0.6256282329559326,0.9999999999999998,0.7917444389109838,0.7529887134804236,0.7918869010365918,unintegrated,O2O,0.551079484106266,0.8118448164111023,0.789610893878072,0.7207248653016436,0.9999999999999586,0.718315014924271,2,11,12,21,14,15,0.5555371678295251,20,Heart_mf_dr,NA,NA,NA,0.3345387459025918,0.7924496572767863,0.6092852927271084,16,0.4181734323782398,0.740562071595983,0.6116066159088857,16
Harmony O2O,0.0861771877069447,2.220446049250313e-16,0.6395288845877494,0.9888498550676776,0.00313625462568989,Harmony,O2O,0.36077292416919343,0.9784222541325246,0.01108383227221527,0.589071069226805,1.5313529570103629e-15,0.48483751995018454,16,8,20,19,26,18,0.5833436325192451,0.9995814483071412,0.7424709035973373,0.7096823619821384,0.6904149729417858,Harmony,O2O,0.3475847640537958,0.760275861605735,0.7347812047137273,0.5593622960465442,0.921954674133715,0.6005010316049506,9,18,22,26,20,21,0.5542356269430442,21,Heart_mf_dr,NA,NA,NA,0.3435384363976124,0.7450986638695296,0.5844745728807628,18,0.4294230454970154,0.6814779677601267,0.5806559988548822,18
fastMNN O2O,0.13184500513128172,4.440892098500626e-16,0.5470638567920775,0.9722315131632,0.07728090404176702,fastMNN,O2O,0.1244206163778516,0.90905293072235,0.2731183148293286,0.36408885789914175,3.0627059140207258e-15,0.417670179957168,15,13,25,26,14,20,0.64275680572823235,0.9994968724021916,0.7123627757286556,0.6823867703608992,0.5598253016040633,fastMNN,O2O,0.6335107731618745,0.7287651393599892,0.7002225602569506,0.3516961436349539,0.906184210951156,0.603548654103442,11,21,24,16,24,20,0.5291972644449324,22,Heart_mf_dr,NA,NA,NA,0.3456842558256653,0.7193657051648084,0.5698931254291512,22,0.43210531978208155,0.6493329133554626,0.5624418759261102,22
Scanorama O2O,0.08343848128098658,6.661338147750939e-16,0.6773887960561745,0.7544558211229968,0.1257478408784216,Scanorama,O2O,0.4575476471283642,0,0.4444052359374521,0.6025632889701767,4.594058871031088e-15,0.3761290430089983,14,30,19,16,5,23,0.6104025319218636,0.998793993719978,0.7899988005907005,0.6910142790473572,0.6119702065622183,Scanorama,O2O,0.47780576891130666,0.8100178571098834,0.7111457528874798,0.434617952608066,0.7751217956419446,0.608396832879184,14,20,14,24,21,19,0.5154897169311097,23,Heart_mf_dr,NA,NA,NA,0.32820618786771605,0.7404359623684236,0.5755440525681406,23,0.4102577348346449,0.6758464545305349,0.5696109666521789,23
unintegrated HE,0.20574926356421927,0,0.49838840335885265,0.859099559677911,0,unintegrated,HE,0,0.4368104462160401,0,0,0,0.10920261155401002,17,22,30,30,29,30,0.6524622291326523,1,0.8031045648195126,0.7738873199820911,0.8376620721799531,unintegrated,HE,0.680218141761237,0.8237341565169249,0.8160703867425253,0.7935174037156522,1,0.7783850221840848,1,7,9,10,7,9,0.5107120579320549,24,Heart_mf_dr,NA,NA,NA,0.31264744532019656,0.8134232372228418,0.6131129204617837,24,0.3908093066502457,0.7667790465285523,0.6163911505772297,24
unintegrated SH,0.20480229757631715,0,0.5056650604687458,0.8594424280828864,0,unintegrated,SH,0.01860005606368324,0.4382416689823417,0,0.00466522190081204,0,0.11537673673670924,17,21,29,29,29,29,0.6479109227657318,1,0.7995291256019681,0.7701927884822619,0.8437887996688577,unintegrated,SH,0.6583149712110918,0.8199921546036214,0.811392781570648,0.8032602410431523,1,0.7732400371071284,1,8,10,12,5,10,0.5100947169589607,25,Heart_mf_dr,NA,NA,NA,0.31398195722558986,0.8122843273037639,0.6129633792724942,25,0.39247744653198735,0.7653554091297049,0.6162042240906179,25
LIGER UINMF SH,0.02196420096562046,6.661338147750939e-16,0.6274576208357537,0.9061035728763646,0.09478203949608444,LIGER UINMF,SH,0.3299172470147257,0.6330175414775173,0.3349690486186185,0.9054159389362592,4.594058871031088e-15,0.5508299440117802,14,19,8,21,10,15,0.6157208894056082,0.9993947745767088,0.5072027414729652,0.6015137488996264,0.5011797463117523,LIGER UINMF,SH,0.5034003744205637,0.5140476755723006,0.5978301287754265,0.25843687819044836,0.8871465193207014,0.4684287642396848,12,24,25,23,29,27,0.5013892361485229,26,Heart_mf_dr,NA,NA,NA,0.3300614868347648,0.6450023801333322,0.5190260228139052,26,0.4125768585434558,0.5564042815224881,0.4988733123308752,26
LIGER UINMF O2O,0.05739041821638349,6.661338147750939e-16,0.6047448141172301,0.8745398150039636,0.11655115305959496,LIGER UINMF,O2O,0.2718604398918815,0.5012621268593433,0.4119032367665853,0.7308889055553426,4.594058871031088e-15,0.47897867726828824,14,20,18,23,7,19,0.6267859780881992,0.9996502866823064,0.4756303177590136,0.5851431226561388,0.505044987931545,LIGER UINMF,O2O,0.5566511347580313,0.48100444290720407,0.5771034612705079,0.26458345813893175,0.9347906356494212,0.4698356242686688,8,26,27,19,28,26,0.47349284546851655,27,Heart_mf_dr,NA,NA,NA,0.3306452400794345,0.6384509386234406,0.5153286592058381,27,0.41330655009929307,0.5481511016087242,0.49421328100495177,27
scVI O2O,0.00276513804228371,0.05351858472169191,0.8220497329706437,0.9728027714826826,0.06369145446711322,scVI,O2O,0.8273193013644634,0.9114375129714528,0.22509186362112765,1,0.3690963038540981,0.740962169489261,9,12,1,9,17,7,0.5111182555556297,0.9959913898327302,0.3278389243494484,0.45909063902912933,0.594696233840386,scVI,O2O,0,0.3263281518952757,0.4175098160765403,0.4071485561752603,0.2525336962833647,0.2877466310367691,18,29,29,30,22,29,0.4690328464177659,28,Heart_mf_dr,NA,NA,NA,0.382965536336883,0.5777470885214647,0.49983446764763206,28,0.46532727424068077,0.4731860131936484,0.47004251761246135,28
LIGER UINMF HE,0.01667890510882332,0.00671313797892736,0.6447213117637005,0.8292528099083596,0.1026008779825126,LIGER UINMF,HE,0.3740454248684467,0.3122222743389949,0.36260159274856074,0.9314539152716352,0.04629783145742212,0.4950808018069094,13,24,6,17,9,17,0.5781673695481437,0.9990238922415544,0.4715841269457936,0.58044113555615,0.5276842021266142,LIGER UINMF,HE,0.3226739886569841,0.4767697593219358,0.5711503277871353,0.30058476250973015,0.8179898698577188,0.4177947095689464,13,27,28,27,27,28,0.4487091464641316,29,Heart_mf_dr,NA,NA,NA,0.3199934085484647,0.6313801452836512,0.5068254505895766,29,0.398313476190849,0.5394692085441753,0.4830069156028448,29
scVI SH,0.00352929955391075,0.05812360436585528,0.8498796690233256,0.8444495405981292,0.083556861925983,scVI,SH,0.8984561383778269,0.3756574191961308,0.29529816718134716,0.9962353631858544,0.40085528512527696,0.6414117719852898,7,23,3,7,11,9,0.5298384930938482,0.9980991187130672,0.01603617835748672,0.12932720019583263,0.3386631946613542,scVI,SH,0.09009117876990268,0,0,0,0.6455517872630987,0.02252279469247567,17,30,30,29,30,30,0.2700783856096013,30,Heart_mf_dr,NA,NA,NA,0.36790779509344074,0.4023928370043178,0.388598820239967,30,0.4453538427753371,0.25346626657713045,0.3302212970564131,30
SeuratV4 CCA HE,0.09668131199380506,0.0062830175418449,0.804056459723367,0.950205619470414,0.3031581539103111,SeuratV4 CCA,HE,0.9492316488463092,0.9553738670157276,0.8058418259093408,0.520168039910334,0.09947810444739728,0.8076538454204278,10,5,16,5,5,2,0.7129590958356857,1,0.9495912132581532,0.91432500281863,0.617188460020956,SeuratV4 CCA,HE,0.9722688231916606,0.9737277461433528,0.9619242280552662,0.7925901613455403,1,0.925127739683955,1,3,4,2,11,1,0.8781381819785442,1,Heart_mf_mm,NA,NA,NA,0.4320769125279484,0.8388127543866851,0.6761184176431904,2,0.5385253862744743,0.7985159429833563,0.6945197202998035,2
SeuratV4 CCA SH,0.09914174001425816,0.00845970543259078,0.8053168065247576,0.953233194550347,0.2933479118828276,SeuratV4 CCA,SH,0.9525744263697058,0.9664480239532496,0.7497395189364029,0.5074468616985447,0.1339412877670196,0.7940522077394757,8,3,17,4,7,3,0.7102826833724976,1,0.9302743718920016,0.8935632445084183,0.6176467056496591,SeuratV4 CCA,SH,0.9609683124892104,0.9491997900492104,0.9264859841343313,0.7937117504799173,1,0.9075914592881674,1,6,6,3,9,2,0.8621757586686907,2,Heart_mf_mm,NA,NA,NA,0.4318998716809562,0.8303534010845153,0.6709719893230917,5,0.5377599132430476,0.7879417513556441,0.6878690161106056,4
SeuratV4 CCA O2O,0.09921261095801652,0.00451224192204069,0.7968205752093321,0.9421559017759896,0.31910814901730744,SeuratV4 CCA,O2O,0.9300401437076248,0.9259298946294912,0.8970558366547116,0.5070804368740454,0.07144167117523051,0.8150265779664683,12,8,18,6,3,1,0.7195269465446472,1,0.9525153051660482,0.9109360980847104,0.5505869593127171,SeuratV4 CCA,O2O,1,0.9774406719044848,0.9561397067834628,0.6295781982222525,1,0.89078964422755,1,4,3,1,15,4,0.8604844177231173,3,Heart_mf_mm,NA,NA,NA,0.4323618957765373,0.8267130618216246,0.6689725954035897,3,0.5393243092401614,0.7833913272770308,0.6857645200622831,3
scANVI SH,0.08639715496745665,0.00915243084947592,0.7918287082550878,0.9486031705766882,0.2904359952633958,scANVI,SH,0.916800374593263,0.9495124861861988,0.7330870001091107,0.5733403307486211,0.14490910870899842,0.7931850479092983,7,7,15,7,8,4,0.6856562346220016,1,0.97028176562755,0.9366319765037542,0.5541104284298055,scANVI,SH,0.8569890299623253,1,1,0.6382021423026869,1,0.873797793066253,1,1,1,10,14,8,0.8415526950034712,4,Heart_mf_mm,NA,NA,NA,0.4252834919824209,0.8293360810366224,0.6677150454149418,6,0.5293162572656571,0.7866701012957779,0.6837285636837296,6
scANVI HE,0.0837415265055841,0.00733694802633921,0.7750294678225945,0.9222060761968912,0.2786903885156863,scANVI,HE,0.8722442863277793,0.8529581289403585,0.665916829026956,0.5870707559620193,0.11616483277794332,0.7445475000642783,9,9,13,8,9,7,0.6799504905939102,1,0.936002495393479,0.9008733597513744,0.6175407892484504,scANVI,HE,0.8328978921643486,0.9564731925213276,0.93896361937116,0.793452512470197,1,0.8804468041317584,1,5,5,12,10,6,0.8260870825047664,5,Heart_mf_mm,NA,NA,NA,0.4134008814134191,0.8268734269974429,0.6614844087638334,7,0.514916864760189,0.7835917837468036,0.6761218161521577,7
scANVI O2O,0.07885840670963798,0.00523436120992837,0.7652804337391679,0.9032890293396963,0.27578384977866144,scANVI,O2O,0.8463872349408494,0.7837640246951648,0.649295064956663,0.6123180042608366,0.08287488100880955,0.7229410822133785,11,16,11,9,10,8,0.6972191482782364,1,0.963011277708253,0.9278495310429944,0.5706804920236747,scANVI,O2O,0.9058106638924468,0.9907681486280676,0.9850092444093412,0.6787585647074479,1,0.8900866554093259,1,2,2,7,12,5,0.8232284261309468,6,Heart_mf_mm,NA,NA,NA,0.40568921615541836,0.8317520898106316,0.6613269403485463,8,0.5058029298917909,0.7896901122632896,0.6761352393146901,8
SeuratV4 RPCA O2O,0.07687848444607756,4.440892098500626e-16,0.6531282737710089,0.9491117061291494,0.25389400470954093,SeuratV4 RPCA,O2O,0.5489296469751117,0.9513725895255316,0.5241125460934793,0.6225548182423336,7.0311999779097856e-15,0.6617424002091141,14,6,10,15,13,10,0.7003880143165588,1,0.8944808837152689,0.8789985481374395,0.6375651842598626,SeuratV4 RPCA,O2O,0.919190441887516,0.9037502732356852,0.9016255048378722,0.842463659463206,1,0.8917574698560697,1,7,8,5,4,3,0.7997514419972875,7,Heart_mf_mm,NA,NA,NA,0.3866024938111555,0.822286526085826,0.6480129131759578,4,0.48325311726394427,0.7778581576072825,0.6600161414699472,5
SeuratV4 RPCA SH,0.08089165638230382,4.440892098500626e-16,0.6447646289928067,0.9542655710450404,0.22266850212878583,SeuratV4 RPCA,SH,0.5267470193464279,0.9702242141447398,0.3455417497500214,0.6018054709861257,7.0311999779097856e-15,0.6110796135568287,14,2,12,16,15,14,0.6944355368614197,1,0.8828263399687274,0.8680226942561169,0.6253664435986913,SeuratV4 RPCA,SH,0.8940575312793485,0.8889516769282506,0.8828908205555909,0.8126063643322657,1,0.8696265982738639,1,9,11,8,7,9,0.7662078043870497,8,Heart_mf_mm,NA,NA,NA,0.38051807170978746,0.814130202936991,0.6406853504461096,10,0.4756475896372342,0.7676627536712388,0.650856688057637,10
SeuratV4 RPCA HE,0.08406276297628691,2.220446049250313e-16,0.6426740991905914,0.9518345299785068,0.21602421696491492,SeuratV4 RPCA,HE,0.521202373993953,0.9613320382014268,0.30754475387214875,0.5854098634839764,3.5155999889548928e-15,0.5938722573878763,15,4,14,17,17,16,0.6943468898534775,1,0.886824232013473,0.8761535440608668,0.6319217572876824,SeuratV4 RPCA,HE,0.8936832405167066,0.8940280824690897,0.8967693675630227,0.8286509660599745,1,0.8782829141521983,1,8,10,9,5,7,0.7645186514464695,9,Heart_mf_mm,NA,NA,NA,0.37891912182206006,0.8178492846430998,0.6422772195146839,9,0.473648902277575,0.7723116058038749,0.652846524393355,9
scVI HE,0.00613789096844644,0.01860618828037541,0.8180079333544876,0.9624060035627846,0.19299367465688488,scVI,HE,0.98623469627811,1,0.17583887437411017,0.9883056912432696,0.2945890774291292,0.7875948154738724,6,1,3,2,22,5,0.5577092356979847,0.9991136140457056,0.7938377235971512,0.7671374322861337,0.701929519826445,scVI,HE,0.3167634666106652,0.7759565534571218,0.7106897734043379,1,0.6745907436432156,0.7008524483680312,5,23,23,23,1,19,0.7355493952103678,10,Heart_mf_mm,NA,NA,NA,0.39963033816459576,0.763945505090684,0.6182194383202487,1,0.49488637563565085,0.7051534778519286,0.6210466369654175,1
scVI O2O,0.0042611287483814,0.0204559827531332,0.806365190189681,0.8987873057279614,0.1846807519607645,scVI,O2O,0.9553550208434934,0.7672977794495458,0.12829936009571655,0.99800913571071,0.3238766047265916,0.7122403240248665,5,17,2,3,24,9,0.5506373755633831,0.9989316224304946,0.8496330342769409,0.8035696062031943,0.5407990830772227,scVI,O2O,0.28690423069823795,0.8468037952329426,0.7728758487141391,0.6056216671683157,0.6077781369202887,0.6280513854534089,7,22,17,25,17,23,0.6617269608819919,11,Heart_mf_mm,NA,NA,NA,0.3829100718759843,0.7487141443102471,0.6023925153365419,13,0.4735235941566971,0.6861597747801852,0.60110530253079,13
Harmony O2O,0.1891600331364568,2.220446049250313e-16,0.5621821182214793,0.9061726934757904,0.1991541040563094,Harmony,O2O,0.307716066494804,0.7943117892774115,0.21106882082022063,0.04202428497236421,3.5155999889548928e-15,0.3387802403912001,15,15,27,22,20,23,0.697692260146141,1,0.8684969984313,0.8640157973226067,0.5423721354216685,Harmony,O2O,0.907808265458068,0.8707567011852773,0.876051448438156,0.6094718259190491,1,0.8160220602501376,1,11,12,6,16,11,0.6251253323065625,12,Heart_mf_mm,NA,NA,NA,0.37133378977800724,0.7945154382643432,0.6252427788698088,15,0.46416723722250897,0.743144297830429,0.631553473587261,15
Harmony HE,0.1786914064355944,2.220446049250313e-16,0.5522616501624447,0.911876478299795,0.19453376824432456,Harmony,HE,0.2814043262557449,0.8151748914668645,0.1846462822818392,0.09615034140942356,3.5155999889548928e-15,0.34434396035346804,15,14,22,23,21,22,0.6772161275148392,1,0.8650782095132247,0.8633832367552593,0.5398228404329395,Harmony,HE,0.8213526988638291,0.8664156237343525,0.8749717308465396,0.6032322430827172,1,0.7914930741318597,1,12,14,14,18,15,0.612633428620503,13,Heart_mf_mm,NA,NA,NA,0.36747266062843176,0.7891000828432524,0.620449113957324,12,0.4593408257855397,0.7363751035540655,0.6255613924466552,12
Harmony SH,0.1809378721913159,2.220446049250313e-16,0.5503891045490941,0.882363528925374,0.1904753385415865,Harmony,SH,0.2764378333976383,0.7072234701370537,0.16143714346821644,0.08453541466186007,3.5155999889548928e-15,0.3074084654161921,15,21,24,24,23,24,0.6773552894592285,1,0.8653945057428946,0.8641216732398452,0.5573688156553309,Harmony,SH,0.821940276848753,0.8668172473687258,0.8762321680344632,0.6461772793881945,1,0.8027917429100342,1,10,13,13,13,13,0.6046384319124973,14,Heart_mf_mm,NA,NA,NA,0.36083316884147415,0.7928480568194599,0.6200421016282656,14,0.4510414610518426,0.7410600710243249,0.625052627035332,14
fastMNN SH,0.17830186418870056,2.220446049250313e-16,0.7421083895017001,0.8960998884584572,0.2253866383309392,fastMNN,SH,0.7849287629054519,0.7574678397078847,0.3610860871048237,0.09816439599771616,3.5155999889548928e-15,0.5004117714289691,15,19,19,10,14,19,0.629684085036553,1,0.8970205262632661,0.8592719320387924,0.39020781005275945,fastMNN,SH,0.6206600320484362,0.9069750365254664,0.8679541450911085,0.23703869555494397,1,0.6581569773049888,1,13,7,20,25,21,0.595058894954581,15,Heart_mf_mm,NA,NA,NA,0.40837935609595943,0.7552368706782742,0.6164938648453483,20,0.5104741951199493,0.6940460883478428,0.6206173310566854,20
unintegrated O2O,0.1972880324902971,0,0.4486013270873692,0.9165866163299652,0.16395913030322673,unintegrated,O2O,0.00646936576621653,0.8324034675934224,0.00979761712633616,0,0,0.21216761262149375,16,12,30,28,27,26,0.6658129096031189,1,0.8395154333708904,0.8431531291395988,0.6815813421988046,unintegrated,O2O,0.7732053419724086,0.8339567636661507,0.8404409614618522,0.9501963717665494,1,0.8494498597167401,1,16,19,16,3,10,0.5945369608786416,16,Heart_mf_mm,NA,NA,NA,0.34528702124217164,0.8060125628624826,0.6217223462143582,16,0.43160877655271457,0.7575157035781033,0.6271529327679478,16
